date,city,cases,tests,deaths
2020-02-06,Aliso Viejo,1,1,0
2020-02-15,Aliso Viejo,0,2,0
2020-02-22,Aliso Viejo,0,2,0
2020-03-09,Aliso Viejo,0,2,0
2020-03-11,Aliso Viejo,0,2,0
2020-03-12,Aliso Viejo,0,1,0
2020-03-13,Aliso Viejo,0,1,0
2020-03-14,Aliso Viejo,0,1,0
2020-03-15,Aliso Viejo,0,2,0
2020-03-16,Aliso Viejo,0,12,0
2020-03-17,Aliso Viejo,1,12,0
2020-03-18,Aliso Viejo,0,10,0
2020-03-19,Aliso Viejo,0,7,0
2020-03-20,Aliso Viejo,0,10,0
2020-03-21,Aliso Viejo,2,3,0
2020-03-22,Aliso Viejo,1,3,0
2020-03-23,Aliso Viejo,1,7,0
2020-03-24,Aliso Viejo,3,5,0
2020-03-25,Aliso Viejo,0,15,0
2020-03-26,Aliso Viejo,1,11,0
2020-03-27,Aliso Viejo,1,13,0
2020-03-28,Aliso Viejo,2,9,0
2020-03-29,Aliso Viejo,0,7,0
2020-03-30,Aliso Viejo,1,11,0
2020-03-31,Aliso Viejo,1,10,0
2020-04-01,Aliso Viejo,1,24,0
2020-04-02,Aliso Viejo,3,20,0
2020-04-03,Aliso Viejo,0,11,1
2020-04-04,Aliso Viejo,0,6,0
2020-04-05,Aliso Viejo,0,4,0
2020-04-06,Aliso Viejo,0,8,0
2020-04-07,Aliso Viejo,0,8,0
2020-04-08,Aliso Viejo,0,15,0
2020-04-09,Aliso Viejo,3,6,0
2020-04-10,Aliso Viejo,0,15,0
2020-04-11,Aliso Viejo,2,8,0
2020-04-13,Aliso Viejo,1,10,0
2020-04-14,Aliso Viejo,2,13,0
2020-04-15,Aliso Viejo,0,7,0
2020-04-16,Aliso Viejo,2,10,0
2020-04-17,Aliso Viejo,0,12,0
2020-04-18,Aliso Viejo,0,7,0
2020-04-19,Aliso Viejo,0,1,0
2020-04-20,Aliso Viejo,0,14,0
2020-04-21,Aliso Viejo,1,11,0
2020-04-22,Aliso Viejo,3,16,0
2020-04-23,Aliso Viejo,0,17,0
2020-04-24,Aliso Viejo,0,16,0
2020-04-25,Aliso Viejo,0,13,0
2020-04-26,Aliso Viejo,0,7,0
2020-04-27,Aliso Viejo,0,21,0
2020-04-28,Aliso Viejo,1,22,0
2020-04-29,Aliso Viejo,0,17,0
2020-04-30,Aliso Viejo,1,25,0
2020-05-01,Aliso Viejo,0,308,0
2020-05-02,Aliso Viejo,0,20,0
2020-05-03,Aliso Viejo,0,4,0
2020-05-04,Aliso Viejo,0,18,0
2020-05-05,Aliso Viejo,1,30,0
2020-05-06,Aliso Viejo,0,94,0
2020-05-07,Aliso Viejo,3,21,0
2020-05-08,Aliso Viejo,1,23,0
2020-05-09,Aliso Viejo,1,15,0
2020-05-10,Aliso Viejo,0,14,0
2020-05-11,Aliso Viejo,0,29,0
2020-05-12,Aliso Viejo,3,32,0
2020-05-13,Aliso Viejo,0,137,0
2020-05-14,Aliso Viejo,0,22,0
2020-05-15,Aliso Viejo,4,44,0
2020-05-16,Aliso Viejo,0,14,0
2020-05-17,Aliso Viejo,0,15,0
2020-05-18,Aliso Viejo,1,37,0
2020-05-19,Aliso Viejo,0,31,0
2020-05-20,Aliso Viejo,0,141,0
2020-05-21,Aliso Viejo,0,33,0
2020-05-22,Aliso Viejo,0,34,0
2020-05-23,Aliso Viejo,0,20,0
2020-05-24,Aliso Viejo,0,14,0
2020-05-25,Aliso Viejo,0,11,0
2020-05-26,Aliso Viejo,2,53,0
2020-05-27,Aliso Viejo,0,38,0
2020-05-28,Aliso Viejo,3,48,0
2020-05-29,Aliso Viejo,1,45,0
2020-05-30,Aliso Viejo,0,11,0
2020-05-31,Aliso Viejo,1,20,0
2020-06-01,Aliso Viejo,0,34,0
2020-06-02,Aliso Viejo,0,136,0
2020-06-03,Aliso Viejo,0,40,0
2020-06-04,Aliso Viejo,2,36,0
2020-06-05,Aliso Viejo,0,42,0
2020-06-06,Aliso Viejo,0,22,0
2020-06-07,Aliso Viejo,0,11,0
2020-06-08,Aliso Viejo,1,35,0
2020-06-09,Aliso Viejo,0,152,0
2020-06-10,Aliso Viejo,1,45,0
2020-06-11,Aliso Viejo,4,67,0
2020-06-12,Aliso Viejo,1,54,0
2020-06-13,Aliso Viejo,3,30,0
2020-06-14,Aliso Viejo,2,32,0
2020-06-15,Aliso Viejo,7,56,0
2020-06-16,Aliso Viejo,3,153,0
2020-06-17,Aliso Viejo,10,168,0
2020-06-18,Aliso Viejo,2,61,0
2020-06-19,Aliso Viejo,4,77,0
2020-06-20,Aliso Viejo,3,52,0
2020-06-21,Aliso Viejo,2,22,0
2020-06-22,Aliso Viejo,12,67,0
2020-06-23,Aliso Viejo,7,249,0
2020-06-24,Aliso Viejo,6,97,0
2020-06-25,Aliso Viejo,9,98,0
2020-06-26,Aliso Viejo,15,109,0
2020-06-27,Aliso Viejo,10,48,0
2020-06-28,Aliso Viejo,5,50,0
2020-06-29,Aliso Viejo,11,113,0
2020-06-30,Aliso Viejo,10,205,0
2020-07-01,Aliso Viejo,10,98,0
2020-07-02,Aliso Viejo,21,118,0
2020-07-03,Aliso Viejo,8,101,0
2020-07-04,Aliso Viejo,2,39,0
2020-07-05,Aliso Viejo,3,42,0
2020-07-06,Aliso Viejo,14,111,0
2020-07-07,Aliso Viejo,14,256,0
2020-07-08,Aliso Viejo,10,208,0
2020-07-09,Aliso Viejo,11,95,0
2020-07-10,Aliso Viejo,10,95,0
2020-07-11,Aliso Viejo,4,44,0
2020-07-12,Aliso Viejo,3,28,0
2020-07-13,Aliso Viejo,10,104,0
2020-07-14,Aliso Viejo,5,191,0
2020-07-15,Aliso Viejo,7,89,0
2020-07-16,Aliso Viejo,4,90,0
2020-07-17,Aliso Viejo,2,76,0
2020-07-18,Aliso Viejo,1,49,0
2020-07-19,Aliso Viejo,5,36,0
2020-07-20,Aliso Viejo,5,77,0
2020-07-21,Aliso Viejo,5,215,0
2020-07-22,Aliso Viejo,5,192,0
2020-07-23,Aliso Viejo,2,58,0
2020-07-24,Aliso Viejo,4,72,1
2020-07-25,Aliso Viejo,2,56,0
2020-07-26,Aliso Viejo,0,34,0
2020-07-27,Aliso Viejo,3,55,0
2020-07-28,Aliso Viejo,2,181,0
2020-07-29,Aliso Viejo,2,61,0
2020-07-30,Aliso Viejo,2,66,0
2020-07-31,Aliso Viejo,2,60,0
2020-08-01,Aliso Viejo,1,45,0
2020-08-02,Aliso Viejo,2,42,0
2020-08-03,Aliso Viejo,3,64,0
2020-08-04,Aliso Viejo,4,212,0
2020-08-05,Aliso Viejo,3,196,0
2020-08-06,Aliso Viejo,3,67,0
2020-08-07,Aliso Viejo,4,68,0
2020-08-08,Aliso Viejo,1,44,0
2020-08-09,Aliso Viejo,1,30,0
2020-08-10,Aliso Viejo,1,55,0
2020-08-11,Aliso Viejo,3,161,0
2020-08-12,Aliso Viejo,1,65,0
2020-08-13,Aliso Viejo,3,62,0
2020-08-14,Aliso Viejo,4,81,0
2020-08-15,Aliso Viejo,1,28,0
2020-08-16,Aliso Viejo,0,27,0
2020-08-17,Aliso Viejo,2,46,0
2020-08-18,Aliso Viejo,2,179,0
2020-08-19,Aliso Viejo,0,176,0
2020-08-20,Aliso Viejo,1,49,0
2020-08-21,Aliso Viejo,1,67,0
2020-08-22,Aliso Viejo,0,39,0
2020-08-23,Aliso Viejo,1,36,0
2020-08-24,Aliso Viejo,1,55,0
2020-08-25,Aliso Viejo,3,74,0
2020-08-26,Aliso Viejo,2,68,0
2020-08-27,Aliso Viejo,4,77,0
2020-08-28,Aliso Viejo,1,48,0
2020-08-29,Aliso Viejo,4,37,0
2020-08-30,Aliso Viejo,0,30,0
2020-08-31,Aliso Viejo,1,70,0
2020-09-01,Aliso Viejo,0,67,0
2020-09-02,Aliso Viejo,3,83,0
2020-09-03,Aliso Viejo,1,45,0
2020-09-04,Aliso Viejo,3,71,0
2020-09-05,Aliso Viejo,0,32,0
2020-09-06,Aliso Viejo,0,33,0
2020-09-07,Aliso Viejo,1,24,0
2020-09-08,Aliso Viejo,5,100,0
2020-09-09,Aliso Viejo,3,80,0
2020-09-10,Aliso Viejo,0,76,0
2020-09-11,Aliso Viejo,4,65,0
2020-09-12,Aliso Viejo,0,37,0
2020-09-13,Aliso Viejo,2,24,0
2020-09-14,Aliso Viejo,1,85,0
2020-09-15,Aliso Viejo,4,85,0
2020-09-16,Aliso Viejo,1,85,0
2020-09-17,Aliso Viejo,2,87,0
2020-09-18,Aliso Viejo,2,72,0
2020-09-19,Aliso Viejo,2,58,0
2020-09-20,Aliso Viejo,0,31,0
2020-09-21,Aliso Viejo,1,89,0
2020-09-22,Aliso Viejo,3,98,0
2020-09-23,Aliso Viejo,4,84,0
2020-09-24,Aliso Viejo,1,69,0
2020-09-25,Aliso Viejo,2,83,0
2020-09-26,Aliso Viejo,0,39,0
2020-09-27,Aliso Viejo,0,40,0
2020-09-28,Aliso Viejo,5,99,0
2020-09-29,Aliso Viejo,2,86,0
2020-09-30,Aliso Viejo,4,236,0
2020-10-01,Aliso Viejo,3,93,0
2020-10-02,Aliso Viejo,2,109,0
2020-10-03,Aliso Viejo,0,51,0
2020-10-04,Aliso Viejo,3,43,0
2020-10-05,Aliso Viejo,2,96,0
2020-10-06,Aliso Viejo,2,96,0
2020-10-07,Aliso Viejo,3,130,0
2020-10-08,Aliso Viejo,3,93,0
2020-10-09,Aliso Viejo,2,88,0
2020-10-10,Aliso Viejo,2,48,0
2020-10-11,Aliso Viejo,1,43,0
2020-10-12,Aliso Viejo,3,126,0
2020-10-13,Aliso Viejo,2,98,0
2020-10-14,Aliso Viejo,1,91,0
2020-10-15,Aliso Viejo,2,77,0
2020-10-16,Aliso Viejo,0,77,0
2020-10-17,Aliso Viejo,1,53,0
2020-10-18,Aliso Viejo,2,50,0
2020-10-19,Aliso Viejo,1,146,0
2020-10-20,Aliso Viejo,1,207,0
2020-10-21,Aliso Viejo,1,86,0
2020-10-22,Aliso Viejo,3,106,0
2020-10-23,Aliso Viejo,2,80,0
2020-10-24,Aliso Viejo,1,49,0
2020-10-25,Aliso Viejo,1,44,0
2020-10-26,Aliso Viejo,3,93,0
2020-10-27,Aliso Viejo,2,221,0
2020-10-28,Aliso Viejo,4,233,0
2020-10-29,Aliso Viejo,1,96,0
2020-10-30,Aliso Viejo,3,117,0
2020-10-31,Aliso Viejo,0,54,0
2020-11-01,Aliso Viejo,1,38,0
2020-11-02,Aliso Viejo,5,120,0
2020-11-03,Aliso Viejo,2,228,0
2020-11-04,Aliso Viejo,4,118,0
2020-11-05,Aliso Viejo,8,121,0
2020-11-06,Aliso Viejo,4,107,0
2020-11-07,Aliso Viejo,2,60,0
2020-11-08,Aliso Viejo,0,46,0
2020-11-09,Aliso Viejo,6,124,1
2020-11-10,Aliso Viejo,6,272,0
2020-11-11,Aliso Viejo,4,260,0
2020-11-12,Aliso Viejo,9,132,0
2020-11-13,Aliso Viejo,9,132,0
2020-11-14,Aliso Viejo,4,75,0
2020-11-15,Aliso Viejo,7,65,0
2020-11-16,Aliso Viejo,12,169,0
2020-11-17,Aliso Viejo,13,347,0
2020-11-18,Aliso Viejo,16,186,0
2020-11-19,Aliso Viejo,15,225,0
2020-11-20,Aliso Viejo,8,179,0
2020-11-21,Aliso Viejo,15,163,0
2020-11-22,Aliso Viejo,9,97,0
2020-11-23,Aliso Viejo,14,210,0
2020-11-24,Aliso Viejo,32,494,0
2020-11-25,Aliso Viejo,13,172,0
2020-11-26,Aliso Viejo,5,24,0
2020-11-27,Aliso Viejo,14,122,0
2020-11-28,Aliso Viejo,8,86,0
2020-11-29,Aliso Viejo,12,71,0
2020-11-30,Aliso Viejo,24,221,0
2020-12-01,Aliso Viejo,29,487,0
2020-12-02,Aliso Viejo,27,201,0
2020-12-03,Aliso Viejo,15,184,0
2020-12-04,Aliso Viejo,11,162,0
2020-12-05,Aliso Viejo,17,131,0
2020-12-06,Aliso Viejo,12,86,0
2020-12-07,Aliso Viejo,27,196,0
2020-12-08,Aliso Viejo,24,370,0
2020-12-09,Aliso Viejo,23,349,0
2020-12-10,Aliso Viejo,36,232,0
2020-12-11,Aliso Viejo,27,208,0
2020-12-12,Aliso Viejo,21,147,0
2020-12-13,Aliso Viejo,10,82,0
2020-12-14,Aliso Viejo,26,232,0
2020-12-15,Aliso Viejo,42,290,0
2020-12-16,Aliso Viejo,35,279,0
2020-12-17,Aliso Viejo,25,258,0
2020-12-18,Aliso Viejo,30,236,0
2020-12-19,Aliso Viejo,24,189,3
2020-12-20,Aliso Viejo,14,96,0
2020-12-21,Aliso Viejo,40,324,0
2020-12-22,Aliso Viejo,41,307,0
2020-12-23,Aliso Viejo,35,253,0
2020-12-24,Aliso Viejo,23,146,0
2020-12-25,Aliso Viejo,14,31,0
2020-12-26,Aliso Viejo,34,170,0
2020-12-27,Aliso Viejo,18,88,0
2020-12-28,Aliso Viejo,33,298,0
2020-12-29,Aliso Viejo,48,565,0
2020-12-30,Aliso Viejo,46,284,1
2020-12-31,Aliso Viejo,28,177,1
2021-01-01,Aliso Viejo,13,76,1
2021-01-02,Aliso Viejo,35,181,0
2021-01-03,Aliso Viejo,17,94,0
2021-01-04,Aliso Viejo,44,324,1
2021-01-05,Aliso Viejo,41,463,0
2021-01-06,Aliso Viejo,46,441,1
2021-01-07,Aliso Viejo,44,290,0
2021-01-08,Aliso Viejo,37,232,0
2021-01-09,Aliso Viejo,31,168,0
2021-01-10,Aliso Viejo,15,90,1
2021-01-11,Aliso Viejo,28,282,1
2021-01-12,Aliso Viejo,40,313,1
2021-01-13,Aliso Viejo,38,449,0
2021-01-14,Aliso Viejo,31,223,0
2021-01-15,Aliso Viejo,23,191,0
2021-01-16,Aliso Viejo,19,162,1
2021-01-17,Aliso Viejo,11,74,0
2021-01-18,Aliso Viejo,29,236,1
2021-01-19,Aliso Viejo,36,376,1
2021-01-20,Aliso Viejo,18,338,0
2021-01-21,Aliso Viejo,19,222,0
2021-01-22,Aliso Viejo,31,245,1
2021-01-23,Aliso Viejo,21,139,1
2021-01-24,Aliso Viejo,11,74,0
2021-01-25,Aliso Viejo,22,219,0
2021-01-26,Aliso Viejo,18,360,1
2021-01-27,Aliso Viejo,25,316,0
2021-01-28,Aliso Viejo,17,219,0
2021-01-29,Aliso Viejo,15,184,0
2021-01-30,Aliso Viejo,10,100,0
2021-01-31,Aliso Viejo,5,60,0
2021-02-01,Aliso Viejo,12,202,0
2021-02-02,Aliso Viejo,18,313,0
2021-02-03,Aliso Viejo,24,289,0
2021-02-04,Aliso Viejo,10,210,0
2021-02-05,Aliso Viejo,14,161,0
2021-02-06,Aliso Viejo,10,102,0
2021-02-07,Aliso Viejo,9,70,0
2021-02-08,Aliso Viejo,7,195,1
2021-02-09,Aliso Viejo,10,365,0
2021-02-10,Aliso Viejo,7,265,0
2021-02-11,Aliso Viejo,5,173,0
2021-02-12,Aliso Viejo,8,112,0
2021-02-13,Aliso Viejo,9,98,0
2021-02-14,Aliso Viejo,3,49,1
2021-02-15,Aliso Viejo,10,125,0
2021-02-16,Aliso Viejo,7,286,0
2021-02-17,Aliso Viejo,4,288,0
2021-02-18,Aliso Viejo,2,89,0
2021-02-19,Aliso Viejo,1,108,0
2021-02-20,Aliso Viejo,5,90,0
2021-02-21,Aliso Viejo,0,49,0
2021-02-22,Aliso Viejo,4,155,0
2021-02-23,Aliso Viejo,6,282,0
2021-02-24,Aliso Viejo,3,247,0
2021-02-25,Aliso Viejo,4,112,1
2021-02-26,Aliso Viejo,7,137,0
2021-02-27,Aliso Viejo,3,43,0
2021-02-28,Aliso Viejo,0,47,0
2021-03-01,Aliso Viejo,1,176,0
2021-03-02,Aliso Viejo,2,179,0
2021-03-03,Aliso Viejo,3,146,0
2021-03-04,Aliso Viejo,2,99,0
2021-03-05,Aliso Viejo,2,126,1
2021-03-06,Aliso Viejo,1,45,0
2021-03-07,Aliso Viejo,3,46,0
2021-03-08,Aliso Viejo,1,147,0
2021-03-09,Aliso Viejo,2,143,0
2021-03-10,Aliso Viejo,1,132,0
2021-03-11,Aliso Viejo,2,93,0
2021-03-12,Aliso Viejo,2,125,0
2021-03-13,Aliso Viejo,0,52,0
2021-03-14,Aliso Viejo,3,52,0
2021-03-15,Aliso Viejo,1,298,0
2021-03-16,Aliso Viejo,1,186,0
2021-03-17,Aliso Viejo,2,164,0
2021-03-18,Aliso Viejo,3,98,0
2021-03-19,Aliso Viejo,1,127,0
2021-03-20,Aliso Viejo,2,50,0
2021-03-21,Aliso Viejo,1,31,0
2021-03-22,Aliso Viejo,5,262,0
2021-03-23,Aliso Viejo,3,189,0
2021-03-24,Aliso Viejo,3,131,0
2021-03-25,Aliso Viejo,1,95,0
2021-03-26,Aliso Viejo,3,111,0
2021-03-27,Aliso Viejo,4,72,0
2021-03-28,Aliso Viejo,1,51,0
2021-03-29,Aliso Viejo,3,176,0
2021-03-30,Aliso Viejo,5,337,0
2021-03-31,Aliso Viejo,3,195,0
2021-04-01,Aliso Viejo,5,126,0
2021-04-02,Aliso Viejo,1,126,0
2021-04-03,Aliso Viejo,2,74,0
2021-04-04,Aliso Viejo,0,57,0
2021-04-05,Aliso Viejo,3,165,0
2021-04-06,Aliso Viejo,1,216,0
2021-04-07,Aliso Viejo,1,134,0
2021-04-08,Aliso Viejo,0,97,0
2021-04-09,Aliso Viejo,0,91,0
2021-04-10,Aliso Viejo,0,46,0
2021-04-11,Aliso Viejo,2,44,0
2021-04-12,Aliso Viejo,2,171,0
2021-04-13,Aliso Viejo,2,259,0
2021-04-14,Aliso Viejo,0,132,0
2021-04-15,Aliso Viejo,1,99,0
2021-04-16,Aliso Viejo,1,110,1
2021-04-17,Aliso Viejo,0,60,0
2021-04-18,Aliso Viejo,0,51,0
2021-04-19,Aliso Viejo,1,152,0
2021-04-20,Aliso Viejo,1,300,0
2021-04-21,Aliso Viejo,2,166,0
2021-04-22,Aliso Viejo,1,103,0
2021-04-23,Aliso Viejo,2,115,0
2021-04-24,Aliso Viejo,1,45,0
2021-04-25,Aliso Viejo,1,52,0
2021-04-26,Aliso Viejo,3,189,0
2021-04-27,Aliso Viejo,1,322,0
2021-04-28,Aliso Viejo,0,145,0
2021-04-29,Aliso Viejo,0,100,0
2021-04-30,Aliso Viejo,1,100,0
2021-05-01,Aliso Viejo,0,49,0
2021-05-02,Aliso Viejo,2,62,0
2021-05-03,Aliso Viejo,0,151,0
2021-05-04,Aliso Viejo,2,275,0
2021-05-05,Aliso Viejo,0,137,0
2021-05-06,Aliso Viejo,4,76,0
2021-05-07,Aliso Viejo,1,103,0
2021-05-08,Aliso Viejo,0,59,0
2021-05-09,Aliso Viejo,2,40,0
2021-05-10,Aliso Viejo,0,130,0
2021-05-11,Aliso Viejo,0,259,0
2021-05-12,Aliso Viejo,3,113,0
2021-05-13,Aliso Viejo,1,76,0
2021-05-14,Aliso Viejo,0,106,0
2021-05-15,Aliso Viejo,0,65,0
2021-05-16,Aliso Viejo,0,56,0
2021-05-17,Aliso Viejo,1,132,0
2021-05-18,Aliso Viejo,3,228,0
2021-05-19,Aliso Viejo,0,111,0
2021-05-20,Aliso Viejo,0,93,0
2021-05-21,Aliso Viejo,1,91,0
2021-05-22,Aliso Viejo,0,61,0
2021-05-23,Aliso Viejo,1,42,0
2021-05-24,Aliso Viejo,1,125,0
2021-05-25,Aliso Viejo,0,105,0
2021-05-26,Aliso Viejo,1,87,0
2021-05-27,Aliso Viejo,4,97,0
2021-05-28,Aliso Viejo,1,86,0
2021-05-29,Aliso Viejo,3,71,0
2021-05-30,Aliso Viejo,0,43,0
2021-05-31,Aliso Viejo,0,75,0
2021-06-01,Aliso Viejo,0,174,0
2021-06-02,Aliso Viejo,2,150,0
2021-06-03,Aliso Viejo,0,128,0
2021-06-04,Aliso Viejo,0,174,0
2021-06-05,Aliso Viejo,4,138,0
2021-06-06,Aliso Viejo,2,82,0
2021-06-07,Aliso Viejo,0,183,0
2021-06-08,Aliso Viejo,6,182,0
2021-06-09,Aliso Viejo,0,157,0
2021-06-10,Aliso Viejo,2,149,0
2021-06-11,Aliso Viejo,0,139,0
2021-06-12,Aliso Viejo,2,119,0
2021-06-13,Aliso Viejo,0,108,0
2021-06-14,Aliso Viejo,0,155,0
2021-06-15,Aliso Viejo,0,136,0
2021-06-16,Aliso Viejo,6,157,0
2021-06-17,Aliso Viejo,0,133,0
2021-06-18,Aliso Viejo,0,157,0
2021-06-19,Aliso Viejo,6,92,0
2021-06-20,Aliso Viejo,0,98,0
2021-06-21,Aliso Viejo,0,181,0
2021-06-22,Aliso Viejo,4,167,0
2021-06-23,Aliso Viejo,2,130,0
2021-06-24,Aliso Viejo,0,112,0
2021-06-25,Aliso Viejo,0,147,0
2021-06-26,Aliso Viejo,0,89,0
2021-06-27,Aliso Viejo,2,57,0
2021-06-28,Aliso Viejo,2,190,0
2021-06-29,Aliso Viejo,4,141,0
2021-06-30,Aliso Viejo,0,110,0
2021-07-01,Aliso Viejo,2,141,0
2021-07-02,Aliso Viejo,6,94,0
2021-07-03,Aliso Viejo,2,106,0
2021-07-04,Aliso Viejo,4,39,0
2021-07-05,Aliso Viejo,4,150,0
2021-07-06,Aliso Viejo,2,166,0
2021-07-07,Aliso Viejo,6,157,0
2021-07-08,Aliso Viejo,18,173,0
2021-07-09,Aliso Viejo,8,138,0
2021-07-10,Aliso Viejo,10,74,0
2021-07-11,Aliso Viejo,4,69,0
2021-07-12,Aliso Viejo,19,150,0
2021-07-13,Aliso Viejo,23,189,0
2021-07-14,Aliso Viejo,8,148,0
2021-07-15,Aliso Viejo,16,136,0
2021-07-16,Aliso Viejo,14,170,0
2021-07-17,Aliso Viejo,8,116,0
2021-07-18,Aliso Viejo,10,124,0
2021-07-19,Aliso Viejo,24,180,0
2021-07-20,Aliso Viejo,22,174,0
2021-07-21,Aliso Viejo,25,228,0
2021-07-22,Aliso Viejo,18,188,0
2021-07-23,Aliso Viejo,40,196,0
2021-07-24,Aliso Viejo,22,114,0
2021-07-25,Aliso Viejo,26,112,0
2021-07-26,Aliso Viejo,28,282,0
2021-07-27,Aliso Viejo,24,222,0
2021-07-28,Aliso Viejo,24,249,2
2021-07-29,Aliso Viejo,30,220,0
2021-07-30,Aliso Viejo,32,277,0
2021-07-31,Aliso Viejo,30,154,0
2021-08-01,Aliso Viejo,7,138,0
2021-08-02,Aliso Viejo,22,268,0
2021-08-03,Aliso Viejo,24,281,0
2021-08-04,Aliso Viejo,24,248,0
2021-08-05,Aliso Viejo,34,249,0
2021-08-06,Aliso Viejo,26,255,0
2021-08-07,Aliso Viejo,18,168,0
2021-08-08,Aliso Viejo,10,115,0
2021-08-09,Aliso Viejo,40,258,0
2021-08-10,Aliso Viejo,40,282,0
2021-08-11,Aliso Viejo,42,329,0
2021-08-12,Aliso Viejo,46,260,0
2021-08-13,Aliso Viejo,26,214,2
2021-08-14,Aliso Viejo,16,142,0
2021-08-15,Aliso Viejo,22,121,0
2021-08-16,Aliso Viejo,22,270,0
2021-08-17,Aliso Viejo,23,266,0
2021-08-18,Aliso Viejo,32,252,0
2021-08-19,Aliso Viejo,12,356,0
2021-08-20,Aliso Viejo,16,236,0
2021-08-21,Aliso Viejo,20,169,0
2021-08-22,Aliso Viejo,10,104,0
2021-08-23,Aliso Viejo,18,311,0
2021-08-24,Aliso Viejo,29,380,0
2021-08-25,Aliso Viejo,16,324,0
2021-08-26,Aliso Viejo,14,351,0
2021-08-27,Aliso Viejo,18,292,0
2021-08-28,Aliso Viejo,0,150,0
2021-08-29,Aliso Viejo,16,113,2
2021-08-30,Aliso Viejo,45,424,0
2021-08-31,Aliso Viejo,14,359,0
2021-09-01,Aliso Viejo,26,379,0
2021-09-02,Aliso Viejo,16,425,0
2021-09-03,Aliso Viejo,24,314,0
2021-09-04,Aliso Viejo,16,229,0
2021-09-05,Aliso Viejo,12,89,0
2021-09-06,Aliso Viejo,6,123,0
2021-09-07,Aliso Viejo,14,381,0
2021-09-08,Aliso Viejo,32,577,0
2021-09-09,Aliso Viejo,24,440,0
2021-09-10,Aliso Viejo,24,402,0
2021-09-11,Aliso Viejo,16,283,0
2021-09-12,Aliso Viejo,16,151,0
2021-09-13,Aliso Viejo,32,386,0
2021-09-14,Aliso Viejo,50,484,0
2021-09-15,Aliso Viejo,24,470,0
2021-09-16,Aliso Viejo,14,472,0
2021-09-17,Aliso Viejo,28,341,0
2021-09-18,Aliso Viejo,20,247,0
2021-09-19,Aliso Viejo,18,177,2
2021-09-20,Aliso Viejo,14,344,0
2021-09-21,Aliso Viejo,16,381,0
2021-09-22,Aliso Viejo,20,477,0
2021-09-23,Aliso Viejo,4,327,0
2021-09-24,Aliso Viejo,6,271,0
2021-09-25,Aliso Viejo,10,201,0
2021-09-26,Aliso Viejo,4,130,0
2021-09-27,Aliso Viejo,6,358,0
2021-09-28,Aliso Viejo,14,348,0
2021-09-29,Aliso Viejo,5,426,0
2021-09-30,Aliso Viejo,10,331,0
2021-10-01,Aliso Viejo,6,288,0
2021-10-02,Aliso Viejo,4,191,0
2021-10-03,Aliso Viejo,4,104,0
2021-10-04,Aliso Viejo,4,367,0
2021-10-05,Aliso Viejo,4,323,0
2021-10-06,Aliso Viejo,16,441,0
2021-10-07,Aliso Viejo,14,280,0
2021-10-08,Aliso Viejo,8,234,0
2021-10-09,Aliso Viejo,0,134,0
2021-10-10,Aliso Viejo,6,107,0
2021-10-11,Aliso Viejo,16,402,0
2021-10-12,Aliso Viejo,12,352,0
2021-10-13,Aliso Viejo,10,439,0
2021-10-14,Aliso Viejo,6,397,0
2021-10-15,Aliso Viejo,14,262,0
2021-10-16,Aliso Viejo,4,125,0
2021-10-17,Aliso Viejo,2,90,0
2021-10-18,Aliso Viejo,12,326,0
2021-10-19,Aliso Viejo,16,449,0
2021-10-20,Aliso Viejo,10,297,0
2021-10-21,Aliso Viejo,22,355,0
2021-10-22,Aliso Viejo,16,394,0
2021-10-23,Aliso Viejo,8,186,0
2021-10-24,Aliso Viejo,2,113,0
2021-10-25,Aliso Viejo,22,304,0
2021-10-26,Aliso Viejo,10,554,0
2021-10-27,Aliso Viejo,8,315,0
2021-10-28,Aliso Viejo,22,371,0
2021-10-29,Aliso Viejo,16,299,0
2021-10-30,Aliso Viejo,6,242,0
2021-10-31,Aliso Viejo,10,117,0
2021-11-01,Aliso Viejo,8,258,0
2021-11-02,Aliso Viejo,18,413,0
2021-11-03,Aliso Viejo,10,472,0
2021-11-04,Aliso Viejo,14,309,0
2021-11-05,Aliso Viejo,14,367,0
2021-11-06,Aliso Viejo,8,148,0
2021-11-07,Aliso Viejo,6,106,0
2021-11-08,Aliso Viejo,24,352,0
2021-11-09,Aliso Viejo,14,342,0
2021-11-10,Aliso Viejo,26,390,0
2021-11-11,Aliso Viejo,14,320,0
2021-11-12,Aliso Viejo,16,299,0
2021-11-13,Aliso Viejo,16,123,0
2021-11-14,Aliso Viejo,10,138,0
2021-11-15,Aliso Viejo,6,340,0
2021-11-16,Aliso Viejo,6,360,0
2021-11-17,Aliso Viejo,10,348,0
2021-11-18,Aliso Viejo,8,293,0
2021-11-19,Aliso Viejo,20,275,0
2021-11-20,Aliso Viejo,4,125,0
2021-11-21,Aliso Viejo,4,113,0
2021-11-22,Aliso Viejo,12,257,0
2021-11-23,Aliso Viejo,10,281,0
2021-11-24,Aliso Viejo,8,206,0
2021-11-25,Aliso Viejo,6,50,0
2021-11-26,Aliso Viejo,10,132,0
2021-11-27,Aliso Viejo,4,108,0
2021-11-28,Aliso Viejo,6,137,0
2021-11-29,Aliso Viejo,4,375,0
2021-11-30,Aliso Viejo,20,369,0
2021-12-01,Aliso Viejo,8,409,0
2021-12-02,Aliso Viejo,8,338,0
